label,target,horizon,model,n_train,n_test,n_net_features,mae_base,rmse_base,mae_net,rmse_net,delta_mae,openmeteo_mae,openmeteo_rmse,skill_base,skill_net,delta_mae_mean,delta_mae_lo,delta_mae_hi,p_improves
band_0-2km,temp_c,3,xgboost,574,144,47,0.9812679405172356,1.3431931954683902,1.0387437995899336,1.4210860495629236,-0.05747585907269792,0.9952952437387703,1.2919623444921144,-0.039653517143655836,-0.09994386107403863,-0.059386067260007766,-0.12968295855317893,0.011026308567959095,0.042
band_0-2km,temp_c,24,linear,574,144,47,1.1419727680734872,1.329113742565594,1.4270036941754816,1.6296809815795361,-0.2850309261019943,0.9952952437387703,1.2919623444921144,-0.02875579016049734,-0.261399752498346,-0.2837318115046625,-0.3797934130211907,-0.18812644039619375,0.0
band_0-2km,temp_c,24,xgboost,574,144,47,0.9999941824874775,1.3242826880706726,1.0364497839749334,1.353218095155628,-0.03645560148745586,0.9952952437387703,1.2919623444921144,-0.025016474912249675,-0.04741295357767883,-0.037074879566513945,-0.08967964845300809,0.015011784855255578,0.084
band_0-2km,rain_mm_1h,1,linear,574,144,47,0.3302554072138525,0.39652038754939756,0.31800936425273346,0.4034653264596038,0.01224604296111903,0.0,0.0,,,0.013222539612249702,-0.023770601572136948,0.049591812555485795,0.768
band_0-2km,rain_mm_1h,1,xgboost,574,144,47,0.02726502754618802,0.18309997343500692,0.0224442038314818,0.17021968979318475,0.00482082371470622,0.0,0.0,,,0.005021340984763002,-0.0008887945655563575,0.014217705262272926,0.918
band_0-2km,rain_mm_1h,3,linear,574,144,47,0.6241907764114147,0.8135147169197796,0.7383296133446444,0.9609365840205808,-0.11413883693322968,0.0,0.0,,,-0.11221675974129615,-0.16475484361436066,-0.04458860302213306,0.0
band_0-2km,rain_mm_1h,3,xgboost,574,144,47,0.007254199266955968,0.011185314078883,0.007033361830508511,0.018666305661856522,0.00022083743644745694,0.0,0.0,,,0.00022025144906223838,-0.0031843638274595925,0.0032776097112547273,0.56
band_0-2km,rain_mm_1h,24,linear,574,144,47,0.47281708044732984,0.5911886263526834,0.9149074533170504,1.130765489534643,-0.4420903728697205,0.0,0.0,,,-0.4423980839051135,-0.5303987372759011,-0.3607204555114743,0.0
band_0-2km,rain_mm_1h,24,xgboost,574,144,47,0.02948898159825654,0.08365699619553392,0.04467950826195496,0.11103880044308027,-0.015190526663698418,0.0,0.0,,,-0.015374830890071987,-0.031122333454871094,-0.0016435811987814066,0.016
band_2-5km,temp_c,1,linear,574,144,47,0.6497919003343013,0.8227097481724359,0.5327584746436584,0.706584375694818,0.1170334256906429,0.9952952437387703,1.2919623444921144,0.36320918974163074,0.453092128646687,0.1164184918695674,0.05479613346935963,0.1733306906500106,1.0
